74.8607,53.4073,34.1401,71.8055,289.655,3,131.692,-0.0735958,0
190.85,54.2848,148.364,73.5701,512.82,3,400.988,0.285408,1
177.518,54.3552,134.693,31.6214,398.187,2,294.607,-0.106827,3
64.5004,49.2821,-999,-999,113.783,0,203.942,0.285408,1
53.1093,35.1503,39.9357,-999,128.195,1,114.654,-0.0735958,0
83.3913,64.1039,32.7527,38.4836,218.732,2,146.902,0.285408,1
101.042,97.1171,41.366,-999,239.525,1,497.211,0.285408,1
167.33,162.793,-999,-999,330.123,0,422.557,-0.106827,3
88.8492,41.6086,-999,-999,130.458,0,125.702,-0.0735958,0
122.116,50.958,40.8273,108.149,386.047,4,262.445,-0.0735958,0
107.614,106.201,-999,-999,213.815,0,214.044,-0.106827,3
59.4684,52.4897,-999,-999,111.958,0,118.72,-0.0735958,0
169.205,55.3071,61.5775,161.062,486.073,3,343.08,-0.0735958,0
136.226,116.76,-999,-999,252.986,0,277.049,-0.106827,3
49.6777,47.3825,72.3233,-999,169.384,1,37.8317,0.285408,1
114.78,99.5611,166.739,114.344,725.734,6,353.132,-0.106827,3
131.8,56.2519,36.0499,-999,224.102,1,175.989,0.285408,1
117.125,98.8798,242.86,196.904,706.511,3,185.454,0.285408,1
51.6484,43.2285,53.7488,31.7712,180.397,2,129.845,-0.0735958,0
59.4451,39.8092,107.577,33.6276,240.459,2,45.3478,0.285408,1
106.493,54.0017,293.516,47.7189,556.082,3,274.231,0.285408,1
108.159,49.608,62.6116,34.1214,254.5,2,134.627,0.285408,1
69.6292,63.6241,34.6618,31.565,199.48,2,426.561,-0.0735958,0
100.485,74.3983,-999,-999,174.883,0,449.758,0.285408,1
184.031,112.128,65.9687,-999,362.128,1,316.227,0.285408,1
51.25,45.3045,-999,-999,96.5545,0,118.023,0.285408,1
66.697,65.6384,-999,-999,132.335,0,220.87,-0.106827,3
57.9774,39.9758,55.2218,-999,153.175,1,56.6815,-0.106827,3
46.3318,46.3216,-999,-999,92.6534,0,151.08,-0.106827,3
44.528,37.4615,-999,-999,81.9895,0,126.019,-0.0735958,0
66.1458,50.9984,42.5763,-999,159.721,1,266.914,-0.0735958,0
217.412,215.28,79.1621,40.3436,552.197,2,530.134,0.285408,1
63.8499,54.2732,-999,-999,118.123,0,128.344,-0.0735958,0
73.1451,65.8401,-999,-999,138.985,0,140.345,-0.0735958,0
60.7394,55.6183,60.5837,-999,176.941,1,119.422,-0.106827,3
42.442,38.92,-999,-999,81.362,0,142.393,-0.0735958,0
64.0266,42.2435,-999,-999,106.27,0,123.187,-0.106827,3
146.682,77.9282,43.5828,-999,268.193,1,211.245,0.285408,1
82.2489,51.1586,-999,-999,133.408,0,129.659,0.285408,1
63.4539,55.5689,-999,-999,119.023,0,124.379,-0.0735958,0
47.9654,47.0705,126.696,-999,221.732,1,24.9999,-0.0735958,0
44.1099,41.0086,-999,-999,85.1185,0,114.294,-0.106827,3
57.5691,56.2405,-999,-999,113.81,0,269.076,-0.106827,3
186.693,82.2294,50.0434,-999,318.966,1,259.491,0.285408,1
85.376,69.4505,198.163,68.167,421.157,2,160.568,-0.0735958,0
137.178,105.229,-999,-999,242.406,0,270.693,-0.106827,3
67.3752,38.4673,-999,-999,105.842,0,148.334,0.285408,1
277.249,62.5927,363.823,118.675,853.109,3,199.106,-0.106827,3
98.1784,61.988,30.1057,-999,190.272,1,155.93,-0.0735958,0
107.657,65.9388,47.594,-999,221.19,1,170.674,0.285408,1
60.8682,43.7514,31.6801,-999,136.3,1,114.806,-0.0735958,0
103.06,60.9445,-999,-999,164.005,0,158.465,0.285408,1
56.7836,44.7212,-999,-999,101.505,0,154.675,-0.0735958,0
45.9839,37.9394,-999,-999,83.9234,0,274.064,0.285408,1
92.7307,50.1882,116.959,-999,259.878,1,25.2779,0.285408,1
126.811,39.7085,57.2115,-999,223.731,1,140.465,0.285408,1
86.4531,48.1022,-999,-999,134.555,0,127.291,0.285408,1
256.336,66.9274,76.616,49.7866,449.666,2,255.497,0.285408,1
85.5734,49.6411,245.21,80.6642,637.982,5,138.078,-0.106827,3
78.4367,64.5984,35.0118,32.0262,210.073,2,143.934,-0.0735958,0
78.9256,72.986,33.7417,-999,185.653,1,150.93,-0.0735958,0
72.853,50.1784,112.2,34.9706,309.858,3,28.1908,-0.106827,3
115.91,69.9656,-999,-999,185.875,0,191.323,0.285408,1
73.2962,59.3181,64.6393,59.2119,256.465,2,221.779,-0.106827,3
54.5655,39.435,43.0832,39.2037,176.287,2,400.954,-0.0735958,0
111.768,68.8011,31.3636,37.844,249.777,2,184.764,0.285408,1
196.954,135.917,169.282,55.4597,752.81,6,268.381,-0.106827,3
53.9884,35.0921,48.8091,35.095,172.985,2,142.662,0.285408,1
56.6205,42.2738,-999,-999,98.8943,0,183.545,-0.0735958,0
77.2341,71.748,-999,-999,148.982,0,216.408,-0.106827,3
52.8055,48.019,-999,-999,100.824,0,118.75,-0.106827,3
56.9821,56.4289,-999,-999,113.411,0,276.541,0.285408,1
99.1739,55.2056,-999,-999,154.38,0,171.918,0.285408,1
40.4429,36.05,77.7742,-999,154.267,1,145.706,-0.0735958,0
98.6935,62.3162,45.5731,86.6933,423.416,4,172.052,0.285408,1
87.25,42.2241,34.556,-999,164.03,1,167.25,0.285408,1
74.8018,52.4154,-999,-999,127.217,0,202.952,0.285408,1
62.4372,38.2259,34.1295,-999,134.793,1,122.592,-0.0735958,0
61.0028,52.0222,96.1061,-999,209.131,1,128.849,0.285408,1
40.4335,40.3773,-999,-999,80.8108,0,112.803,-0.0735958,0
158.555,143.659,-999,-999,302.214,0,328.711,-0.106827,3
44.2287,36.1685,74.8571,68.687,263.041,3,216.201,-0.0735958,0
68.065,66.3526,48.7118,47.8162,263.318,3,122.394,0.285408,1
173.499,46.3672,63.6714,-999,283.538,1,177.128,0.285408,1
51.6975,49.5961,64.1153,54.2803,316.122,4,116.147,0.285408,1
56.2067,38.0696,-999,-999,94.2763,0,130.241,-0.106827,3
100.689,37.8707,94.6165,79.1657,345.023,3,132.87,-0.106827,3
71.5293,57.9125,60.6061,-999,190.048,1,146.172,-0.106827,3
113.618,112.784,-999,-999,226.402,0,226.858,-0.106827,3
71.5127,42.9344,38.285,-999,152.732,1,64.9411,0.285408,1
68.989,53.2199,194.514,-999,316.723,1,116.391,-0.0735958,0
92.4226,39.6707,111.104,-999,243.197,1,180.35,-0.0735958,0
117.91,35.298,33.1275,92.8792,371.543,4,129.185,-0.0735958,0
78.3095,40.4352,-999,-999,118.745,0,117.35,-0.106827,3
208.804,95.5991,-999,-999,455.923,1,293.497,0.285408,1
123.949,57.4088,39.6114,-999,220.97,1,182.077,-0.0735958,0
62.0876,41.3441,30.0376,34.1718,167.641,2,187.008,0.285408,1
130.227,39.363,48.4442,74.2785,292.313,2,20.081,-0.0735958,0
