312.678,261.619,798.915,443.658,2235.8,7,573.191,0.924635,-1
75.5738,66.4201,456.063,327.98,1303.66,4,159.098,0.87592,-1
312.967,178.665,61.218,42.0128,1036.58,5,524.603,0.934127,-1
438.368,135.779,237.109,94.9033,1228.06,6,394.926,0.942099,-1
352.675,97.9205,658.723,157.764,1583.88,6,481.618,0.970251,-1
125.357,95.7319,585.997,427.953,1563.63,4,200.27,0.899292,-1
182.386,52.6426,483.423,561.81,1999.33,6,168.934,0.8882,-1
366.288,136.021,718.877,268.739,1714.82,6,453.417,0.934127,-1
280.201,95.5829,927.353,345.911,1910.56,5,317.142,0.911798,-1
272.059,121.107,717.585,218.519,1652.5,6,293.01,0.90068,-1
268.324,172.846,211.48,120.928,1116.1,5,437.996,0.896705,-1
150.928,146.485,378.889,374.715,2341.49,12,315.378,0.939173,-1
154.64,51.7567,123.929,86.9194,547.767,4,191.324,0.930942,-1
279.473,56.6092,396.948,161.184,1010.89,4,255.75,0.932423,-1
432.791,177.534,139.619,48.6576,1118.68,3,496.289,0.942099,-1
215.09,147.529,520.573,134.254,1112.88,4,337.661,0.97036,-1
113.697,59.5956,245.801,48.4098,744.078,5,338.513,0.94805,-1
278.39,149.491,638.223,49.0094,1220.1,3,408.336,0.904429,-1
343.853,83.305,264.471,181.765,1261.02,7,356.243,0.922775,-1
169.99,154.32,499.902,335.805,1559.09,6,348.769,0.950602,-1
347.215,293.025,104.193,188.767,1353.03,5,656.004,0.916378,-1
111.522,91.0083,476.275,451.178,1731.03,7,176.461,0.940022,-1
230.495,72.7399,665.97,204.724,1420.29,6,311.97,0.914493,-1
282.407,126.288,107.726,62.1605,1125.97,7,541.889,0.949028,-1
170.45,147.083,364.287,122.8,1030.46,6,334.643,0.909926,-1
304.238,182.193,484.34,243.521,1904,8,422.766,0.918044,-1
610.822,182.327,804.887,96.5151,1774.26,3,742.876,0.881584,-1
139.772,77.3374,148.529,136.294,662.433,4,303.856,0.938374,-1
237.644,108.315,400.885,519.165,1811.19,5,413.05,0.908438,-1
169.74,46.7242,350.826,337.344,1370.68,4,154.211,0.876132,-1
638.008,127.378,506.106,123.456,1804.08,5,613.84,0.941729,-1
242.501,35.5331,344.555,402.783,1399.04,6,168.496,0.752718,-1
183.534,179.33,487.358,444.263,1756.69,6,631.128,0.975938,-1
313.105,66.5747,219.154,204.16,1112.39,5,500.651,0.94368,-1
406.275,332.925,316.416,146.036,1544.13,5,712.733,0.967156,-1
520.725,136.668,690.903,80.8271,1771,6,492.257,0.942099,-1
486.768,78.6184,61.1272,49.5455,1128.45,6,378.964,0.93109,-1
508.562,297.762,691.808,58.7792,2070.91,7,713.62,0.868775,-1
342.128,76.4647,424.485,141.916,1427.18,5,325.397,0.880445,-1
476.908,128.744,714.538,398.447,2037.24,4,520.22,0.950214,-1
472.627,78.8281,432.888,267.808,1654.94,5,485.097,0.873084,-1
250.449,110.079,282.947,176.685,1217.51,7,336.117,0.889116,-1
97.2893,74.3264,191.497,146.684,694.131,5,233.028,0.87592,-1
101.329,95.022,787.961,346.342,1998.2,7,210.399,0.906967,-1
93.74,80.9062,885.461,139.257,1475.96,6,137.229,0.816018,-1
453.383,100.185,49.4985,188.292,1318.1,8,433.637,0.889108,-1
259.437,53.3807,736.517,73.6079,1826.39,9,285.381,0.898209,-1
681.788,100.545,669.764,483.75,2252.22,6,524.826,0.889108,-1
480.824,179.449,325.681,261.97,1587.72,6,598.365,0.942099,-1
478.272,174.916,696.36,482.307,2124.97,5,492.44,0.925785,-1
182.044,76.1944,510.899,465.315,1601.16,6,426.92,0.967237,-1
101.724,54.2021,316.309,113.987,770.341,4,218.817,0.919939,-1
390.89,84.1355,595.406,474.384,1838.8,6,334.25,0.922775,-1
